0.00985039,-0.0108643,-0.0144533,0.0208158,0.0216151,0,0,-0.00992509,-0.00979351,-0.0119439,-0.0158432,0.000723978,0.129347,0,-0.0450958,-0.0605832,0.00231179,0.00280219
-0.0108643,0.016445,0.0156107,-0.0227942,-0.0238094,0,0,0.0108731,0.0107715,0.0130901,0.0173618,-0.00117198,-0.123218,0,0.0349846,0.0723356,-0.00242043,-0.00292836
-0.0144533,0.0156107,0.0235322,-0.0311837,-0.0322062,0,0,0.0146372,0.0144672,0.0174792,0.0227584,-0.00180348,-0.198837,0,0.0610536,0.0990298,-0.00339828,-0.00450055
0.0208158,-0.0227942,-0.0311837,0.0465481,0.0474211,0,0,-0.0211883,-0.0210491,-0.02551,-0.0336907,0.0017301,0.277547,0,-0.0983412,-0.147465,0.00489166,0.00611086
0.0216151,-0.0238094,-0.0322062,0.0474211,0.0497578,0,0,-0.0220623,-0.02173,-0.0265487,-0.0350788,0.00234355,0.263613,0,-0.0857537,-0.164817,0.00502387,0.00623868
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00992509,0.0108731,0.0146372,-0.0211883,-0.0220623,0,0,0.0100361,0.00989746,0.0120758,0.015994,-0.000818346,-0.128336,0,0.0440337,0.0648048,-0.00232308,-0.0028391
-0.00979351,0.0107715,0.0144672,-0.0210491,-0.02173,0,0,0.00989746,0.00978594,0.0119122,0.0157794,-0.000752194,-0.129382,0,0.0453092,0.0628048,-0.00229858,-0.00281479
-0.0119439,0.0130901,0.0174792,-0.02551,-0.0265487,0,0,0.0120758,0.0119122,0.0145622,0.0193518,-0.000918891,-0.152682,0,0.052892,0.0782617,-0.00281636,-0.00340596
-0.0158432,0.0173618,0.0227584,-0.0336907,-0.0350788,0,0,0.015994,0.0157794,0.0193518,0.02605,-0.00112249,-0.196745,0,0.0720846,0.100945,-0.00381896,-0.00442534
0.000723978,-0.00117198,-0.00180348,0.0017301,0.00234355,0,0,-0.000818346,-0.000752194,-0.000918891,-0.00112249,0.00188871,0.000177819,0,0.00524358,-9.18039e-05,-0.000150234,0.000390292
0.129347,-0.123218,-0.198837,0.277547,0.263613,0,0,-0.128336,-0.129382,-0.152682,-0.196745,0.000177819,4.31286,0,-1.77869,0.513319,0.0338284,0.0424119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0450958,0.0349846,0.0610536,-0.0983412,-0.0857537,0,0,0.0440337,0.0453092,0.052892,0.0720846,0.00524358,-1.77869,0,1.11614,-0.610374,-0.0140135,-0.01399
-0.0605832,0.0723356,0.0990298,-0.147465,-0.164817,0,0,0.0648048,0.0628048,0.0782617,0.100945,-9.18039e-05,0.513319,0,-0.610374,1.87589,-0.0144031,-0.0172171
0.00231179,-0.00242043,-0.00339828,0.00489166,0.00502387,0,0,-0.00232308,-0.00229858,-0.00281636,-0.00381896,-0.000150234,0.0338284,0,-0.0140135,-0.0144031,0.000805821,0.000609037
0.00280219,-0.00292836,-0.00450055,0.00611086,0.00623868,0,0,-0.0028391,-0.00281479,-0.00340596,-0.00442534,0.000390292,0.0424119,0,-0.01399,-0.0172171,0.000609037,0.00115204
